file,loc,blank,comment,cc
src/transformers/models/tapas/tokenization_tapas.py,1787,390,616,493
tests/models/markuplm/test_tokenization_markuplm.py,1739,389,193,248
src/transformers/models/led/modeling_tf_led.py,1712,391,560,299
src/transformers/models/sam2_video/modeling_sam2_video.py,1692,351,597,358
src/transformers/models/deprecated/deta/modeling_deta.py,1659,410,747,420
src/transformers/models/t5/modeling_t5.py,1646,329,432,441
src/transformers/models/grounding_dino/modeling_grounding_dino.py,1633,380,622,375
src/transformers/models/mt5/modeling_mt5.py,1626,330,497,434
src/transformers/models/mm_grounding_dino/modeling_mm_grounding_dino.py,1614,377,614,369
src/transformers/models/longt5/modeling_flax_longt5.py,1609,397,443,271
src/transformers/utils/import_utils.py,1594,690,615,501
src/transformers/models/moshi/modeling_moshi.py,1591,362,532,449
tests/trainer/test_data_collator.py,1589,318,60,208
tests/pipelines/test_pipelines_automatic_speech_recognition.py,1582,214,107,107
src/transformers/models/led/modeling_led.py,1563,374,590,344
src/transformers/models/musicgen/modeling_musicgen.py,1535,373,545,374
tests/utils/test_audio_utils.py,1526,150,75,30
src/transformers/models/gemma3n/modular_gemma3n.py,1523,408,753,272
src/transformers/models/wav2vec2/modeling_wav2vec2.py,1514,417,422,411
src/transformers/models/gemma3n/modeling_gemma3n.py,1503,393,498,271
src/transformers/models/bert/modeling_tf_bert.py,1500,306,319,346
tests/models/t5/test_modeling_t5.py,1497,241,133,147
src/transformers/models/longt5/modeling_longt5.py,1488,325,414,353
src/transformers/models/sam2_video/modular_sam2_video.py,1472,292,666,336
src/transformers/utils/sentencepiece_model_pb2.py,1462,26,23,0
tests/models/speecht5/test_modeling_speecht5.py,1458,316,90,246
tests/models/blip_2/test_modeling_blip_2.py,1440,309,93,212
tests/models/wav2vec2/test_modeling_wav2vec2.py,1439,426,105,189
src/transformers/models/mobilebert/modeling_tf_mobilebert.py,1438,287,254,378
src/transformers/models/whisper/generation_whisper.py,1426,268,402,380
tests/models/layoutxlm/test_tokenization_layoutxlm.py,1421,381,171,235
src/transformers/models/d_fine/modeling_d_fine.py,1414,308,474,385
tests/test_tokenization_mistral_common.py,1413,172,188,154
src/transformers/models/tapas/modeling_tf_tapas.py,1405,386,670,335
src/transformers/models/musicgen_melody/modeling_musicgen_melody.py,1401,356,531,350
src/transformers/models/mask2former/modeling_mask2former.py,1400,389,699,330
src/transformers/convert_slow_tokenizer.py,1399,305,85,346
tests/models/udop/test_tokenization_udop.py,1398,372,172,225
src/transformers/models/esm/modeling_esmfold.py,1394,416,499,309
src/transformers/models/blip_2/modeling_blip_2.py,1392,412,435,277
src/transformers/models/xlnet/modeling_xlnet.py,1386,360,643,360
src/transformers/models/groupvit/modeling_tf_groupvit.py,1383,363,395,344
src/transformers/models/deprecated/mega/modeling_mega.py,1379,339,558,428
src/transformers/models/bart/modeling_flax_bart.py,1376,317,313,258
src/transformers/models/deberta_v2/modeling_tf_deberta_v2.py,1370,276,233,351
tests/models/bart/test_modeling_bart.py,1339,155,42,97
src/transformers/models/udop/modeling_udop.py,1332,284,391,361
src/transformers/models/phi4_multimodal/modeling_phi4_multimodal.py,1329,303,201,279
src/transformers/models/bert/modeling_bert.py,1327,269,205,387
src/transformers/models/deprecated/xlm_prophetnet/modeling_xlm_prophetnet.py,1321,400,584,302
src/transformers/models/funnel/modeling_tf_funnel.py,1320,278,285,343
src/transformers/data/data_collator.py,1315,357,510,515
src/transformers/models/luke/modeling_luke.py,1312,332,535,315
src/transformers/models/roc_bert/modeling_roc_bert.py,1311,292,330,356
src/transformers/models/prophetnet/modeling_prophetnet.py,1305,343,408,311
src/transformers/models/bridgetower/modeling_bridgetower.py,1304,302,269,362
src/transformers/models/wav2vec2/modeling_tf_wav2vec2.py,1293,300,262,331
src/transformers/models/longformer/modeling_longformer.py,1291,345,586,281
src/transformers/models/qwen3_vl_moe/modeling_qwen3_vl_moe.py,1289,260,283,248
src/transformers/models/tapas/modeling_tapas.py,1288,359,700,339
src/transformers/models/rt_detr/modeling_rt_detr.py,1281,283,449,326
src/transformers/models/clap/modeling_clap.py,1278,351,300,322
src/transformers/models/roberta_prelayernorm/modeling_tf_roberta_prelayernorm.py,1275,254,278,298
src/transformers/models/bart/modeling_bart.py,1269,286,394,353
src/transformers/models/flava/modeling_flava.py,1267,323,440,361
src/transformers/models/rt_detr_v2/modeling_rt_detr_v2.py,1266,278,454,327
src/transformers/models/electra/modeling_tf_electra.py,1261,262,252,308
src/transformers/models/camembert/modeling_tf_camembert.py,1260,254,286,296
src/transformers/models/xlm_roberta/modeling_tf_xlm_roberta.py,1259,246,285,296
src/transformers/models/umt5/modeling_umt5.py,1257,292,401,354
src/transformers/models/roberta/modeling_tf_roberta.py,1253,254,275,296
src/transformers/models/wav2vec2_conformer/modeling_wav2vec2_conformer.py,1248,346,334,328
src/transformers/models/kosmos2/modeling_kosmos2.py,1240,288,318,304
src/transformers/models/informer/modeling_informer.py,1239,335,586,346
src/transformers/models/bert/modeling_flax_bert.py,1234,287,206,236
src/transformers/models/rembert/modeling_tf_rembert.py,1234,238,248,295
src/transformers/models/mbart/modeling_mbart.py,1232,278,400,336
src/transformers/models/deformable_detr/modeling_deformable_detr.py,1229,257,411,297
src/transformers/models/clvp/modeling_clvp.py,1224,330,407,320
tests/models/t5gemma/test_modeling_t5gemma.py,1224,222,140,143
src/transformers/models/idefics/modeling_tf_idefics.py,1219,262,297,282
src/transformers/models/unispeech_sat/modeling_unispeech_sat.py,1219,320,287,332
src/transformers/utils/quantization_config.py,1219,279,612,421
src/transformers/models/layoutlmv3/modeling_tf_layoutlmv3.py,1218,263,286,273
src/transformers/generation/logits_process.py,1217,603,1411,460
utils/notification_service.py,1214,277,131,205
src/transformers/models/zamba2/modeling_zamba2.py,1212,243,283,296
src/transformers/models/glm4v_moe/modeling_glm4v_moe.py,1210,260,282,236
src/transformers/models/auto/configuration_auto.py,1205,81,118,86
tests/models/vision_encoder_decoder/test_modeling_vision_encoder_decoder.py,1204,236,80,123
src/transformers/models/sam/modeling_tf_sam.py,1200,262,261,301
src/transformers/models/qwen2_5_vl/modeling_qwen2_5_vl.py,1199,230,295,234
src/transformers/models/deprecated/qdqbert/modeling_qdqbert.py,1198,264,274,315
src/transformers/models/mbart/modeling_flax_mbart.py,1197,285,298,232
src/transformers/models/xlstm/modeling_xlstm.py,1194,221,214,222
src/transformers/models/whisper/modeling_flax_whisper.py,1192,250,265,260
src/transformers/models/deberta/modeling_tf_deberta.py,1191,265,196,311
tests/models/encodec/test_modeling_encodec.py,1191,110,48,78
src/transformers/models/t5/modeling_flax_t5.py,1190,292,319,218
src/transformers/models/data2vec/modeling_tf_data2vec_vision.py,1187,277,259,329
src/transformers/models/phi4_multimodal/modular_phi4_multimodal.py,1183,252,306,242
src/transformers/models/emu3/modeling_emu3.py,1180,280,178,269
src/transformers/models/megatron_bert/modeling_megatron_bert.py,1175,257,217,330
src/transformers/models/ernie/modeling_ernie.py,1174,250,265,327
src/transformers/commands/serving.py,1171,230,297,146
src/transformers/models/florence2/modular_florence2.py,1170,261,375,278
src/transformers/models/granitemoehybrid/modeling_granitemoehybrid.py,1170,290,381,272
src/transformers/models/detr/image_processing_detr.py,1169,263,617,257
src/transformers/models/lxmert/modeling_tf_lxmert.py,1168,239,253,327
src/transformers/models/omdet_turbo/modeling_omdet_turbo.py,1166,209,268,279
src/transformers/models/wavlm/modeling_wavlm.py,1166,305,235,329
src/transformers/models/switch_transformers/modeling_switch_transformers.py,1164,282,374,314
src/transformers/models/xlnet/modeling_tf_xlnet.py,1164,261,395,260
src/transformers/models/conditional_detr/modeling_conditional_detr.py,1163,336,496,317
src/transformers/models/modernbert/modular_modernbert.py,1163,212,323,277
src/transformers/models/deprecated/nezha/modeling_nezha.py,1162,262,265,305
src/transformers/models/electra/modeling_flax_electra.py,1156,258,200,237
src/transformers/models/hubert/modeling_tf_hubert.py,1154,276,241,294
src/transformers/models/qwen3_vl/modeling_qwen3_vl.py,1152,225,184,215
tests/models/reformer/test_modeling_reformer.py,1147,137,57,119
src/transformers/models/electra/modeling_electra.py,1144,242,200,339
src/transformers/models/patchtsmixer/modeling_patchtsmixer.py,1143,382,595,349
src/transformers/models/deprecated/realm/modeling_realm.py,1139,313,403,295
src/transformers/models/luke/tokenization_luke.py,1139,210,382,260
src/transformers/models/xlm_roberta_xl/modeling_xlm_roberta_xl.py,1138,225,170,334
src/transformers/models/janus/modular_janus.py,1135,253,370,273
src/transformers/models/autoformer/modeling_autoformer.py,1134,320,659,307
src/transformers/models/evolla/modeling_evolla.py,1132,260,193,275
src/transformers/models/bart/modeling_tf_bart.py,1128,245,340,282
src/transformers/models/mllama/modeling_mllama.py,1126,282,348,219
utils/create_dummy_models.py,1126,224,227,312
src/transformers/models/roberta_prelayernorm/modeling_flax_roberta_prelayernorm.py,1124,230,173,210
src/transformers/models/esm/modeling_tf_esm.py,1121,232,221,292
src/transformers/models/kosmos2_5/modeling_kosmos2_5.py,1121,298,418,264
src/transformers/models/sew_d/modeling_sew_d.py,1121,288,246,342
src/transformers/utils/fx.py,1120,240,142,318
src/transformers/models/qwen2_vl/modeling_qwen2_vl.py,1117,220,268,227
src/transformers/models/whisper/modeling_tf_whisper.py,1115,248,391,289
src/transformers/models/glm4v/modeling_glm4v.py,1113,249,274,208
tests/test_processing_common.py,1113,206,99,172
src/transformers/models/mvp/modeling_mvp.py,1112,278,396,309
src/transformers/models/plbart/modeling_plbart.py,1112,249,363,317
src/transformers/models/roformer/modeling_tf_roformer.py,1112,239,195,276
src/transformers/models/swin/modeling_tf_swin.py,1112,257,270,293
src/transformers/models/roberta/modeling_flax_roberta.py,1108,229,163,210
src/transformers/models/xlm_roberta/modeling_flax_xlm_roberta.py,1108,230,173,210
src/transformers/models/modernbert/modeling_modernbert.py,1107,210,255,282
src/transformers/models/roberta/modeling_roberta.py,1107,232,223,327
src/transformers/models/gpt2/modeling_gpt2.py,1105,234,299,295
src/transformers/models/xlm_roberta/modeling_xlm_roberta.py,1105,231,226,327
src/transformers/models/camembert/modeling_camembert.py,1104,236,236,327
src/transformers/models/t5/modeling_tf_t5.py,1103,230,343,258
src/transformers/models/nllb_moe/modeling_nllb_moe.py,1102,281,392,313
utils/modular_model_converter.py,1101,227,460,389
src/transformers/models/marian/modeling_marian.py,1097,251,352,316
src/transformers/models/pegasus_x/modeling_pegasus_x.py,1097,243,377,265
src/transformers/models/roformer/modeling_roformer.py,1092,228,185,329
src/transformers/models/instructblipvideo/modeling_instructblipvideo.py,1091,275,238,234
src/transformers/tokenization_mistral_common.py,1091,231,561,232
src/transformers/models/albert/modeling_tf_albert.py,1090,232,250,239
tests/models/prophetnet/test_modeling_prophetnet.py,1089,169,69,103
src/transformers/models/xmod/modeling_xmod.py,1088,216,213,316
src/transformers/models/falcon_h1/modeling_falcon_h1.py,1087,249,283,251
tests/models/flava/test_modeling_flava.py,1086,208,51,189
src/transformers/models/convbert/modeling_tf_convbert.py,1081,232,161,264
src/transformers/utils/auto_docstring.py,1075,303,687,201
src/transformers/models/layoutlm/modeling_tf_layoutlm.py,1074,272,345,261
tests/models/encoder_decoder/test_modeling_encoder_decoder.py,1074,169,48,101
src/transformers/models/funnel/modeling_funnel.py,1066,210,176,317
src/transformers/models/mobilebert/modeling_mobilebert.py,1062,222,198,313
examples/modular-transformers/modeling_test_detr.py,1060,217,304,255
src/transformers/models/mluke/tokenization_mluke.py,1059,208,374,232
src/transformers/models/pix2struct/modeling_pix2struct.py,1058,260,294,293
src/transformers/models/t5gemma/modeling_t5gemma.py,1057,211,117,230
src/transformers/models/mimi/modeling_mimi.py,1054,327,372,303
src/transformers/models/beit/modeling_beit.py,1051,267,229,295
src/transformers/models/layoutlmv2/tokenization_layoutlmv2.py,1051,154,340,224
src/transformers/models/conditional_detr/image_processing_conditional_detr.py,1050,233,575,237
src/transformers/models/time_series_transformer/modeling_time_series_transformer.py,1048,294,562,299
utils/check_repo.py,1048,133,189,232
tests/models/musicgen_melody/test_modeling_musicgen_melody.py,1044,247,102,166
src/transformers/models/markuplm/tokenization_markuplm.py,1041,126,303,184
src/transformers/models/janus/modeling_janus.py,1039,263,175,220
tests/models/musicgen/test_modeling_musicgen.py,1039,248,91,169
src/transformers/models/glm4v/modular_glm4v.py,1038,244,417,219
tests/models/blip/test_modeling_blip.py,1037,259,56,217
src/transformers/models/canine/modeling_canine.py,1036,240,273,274
src/transformers/models/sam2/modeling_sam2.py,1036,244,331,209
src/transformers/models/pegasus/modeling_pegasus.py,1033,238,400,272
src/transformers/models/deprecated/tapex/tokenization_tapex.py,1027,148,295,163
src/transformers/models/speech_to_text/modeling_tf_speech_to_text.py,1027,234,339,252
src/transformers/models/blenderbot/modeling_blenderbot.py,1026,226,343,284
src/transformers/models/instructblip/modeling_instructblip.py,1023,268,241,225
src/transformers/models/wav2vec2_bert/modeling_wav2vec2_bert.py,1023,276,216,271
src/transformers/models/unispeech/modeling_unispeech.py,1019,268,231,279
tests/models/longt5/test_modeling_longt5.py,1019,177,125,131
src/transformers/models/deberta_v2/modeling_deberta_v2.py,1018,233,125,303
src/transformers/models/flaubert/modeling_flaubert.py,1018,237,445,303
src/transformers/models/blenderbot/modeling_flax_blenderbot.py,1013,234,261,205
src/transformers/models/blip/modeling_tf_blip.py,1012,308,389,225
src/transformers/models/pegasus/modeling_flax_pegasus.py,1012,240,280,208
src/transformers/models/convbert/modeling_convbert.py,1011,194,129,276
src/transformers/models/rembert/modeling_rembert.py,1009,200,152,285
src/transformers/models/blenderbot_small/modeling_flax_blenderbot_small.py,1005,241,282,193
src/transformers/models/patchtst/modeling_patchtst.py,1005,295,657,324
src/transformers/models/xlm/modeling_xlm.py,1002,236,408,298
src/transformers/models/roberta_prelayernorm/modeling_roberta_prelayernorm.py,1001,217,224,284
src/transformers/models/mra/modeling_mra.py,999,269,123,274
src/transformers/processing_utils.py,999,223,560,280
src/transformers/models/auto/tokenization_auto.py,997,70,152,89
src/transformers/models/blenderbot_small/modeling_blenderbot_small.py,997,219,338,279
src/transformers/models/data2vec/modeling_data2vec_text.py,996,215,167,290
src/transformers/models/whisper/modeling_whisper.py,996,261,373,269
src/transformers/models/blenderbot/modeling_tf_blenderbot.py,995,223,339,234
src/transformers/models/vits/modeling_vits.py,995,251,162,255
src/transformers/models/pegasus/modeling_tf_pegasus.py,994,230,349,239
src/transformers/models/mobilevit/modeling_tf_mobilevit.py,993,232,151,276
src/transformers/models/qwen3_vl/modular_qwen3_vl.py,993,202,274,222
src/transformers/models/marian/modeling_flax_marian.py,990,241,269,195
src/transformers/models/owlv2/modeling_owlv2.py,989,277,442,216
src/transformers/models/mbart/modeling_tf_mbart.py,985,231,356,240
src/transformers/models/marian/modeling_tf_marian.py,984,228,346,237
tests/models/rag/test_modeling_rag.py,984,197,55,75
src/transformers/models/bamba/modeling_bamba.py,983,232,289,216
src/transformers/models/owlvit/modeling_owlvit.py,978,265,399,216
src/transformers/models/bark/modeling_bark.py,977,287,364,235
src/transformers/pipelines/base.py,977,222,391,355
src/transformers/models/llama4/modeling_llama4.py,976,239,176,242
src/transformers/models/detr/modeling_detr.py,972,289,432,285
src/transformers/models/layoutlmv3/tokenization_layoutlmv3.py,970,140,377,177
src/transformers/models/jamba/modeling_jamba.py,969,238,255,254
src/transformers/models/blenderbot_small/modeling_tf_blenderbot_small.py,967,218,342,230
src/transformers/models/mpnet/modeling_tf_mpnet.py,964,211,178,228
src/transformers/models/sam2/modular_sam2.py,962,215,286,194
src/transformers/models/dab_detr/modeling_dab_detr.py,958,271,370,261
src/transformers/models/git/modeling_git.py,957,250,253,245
src/transformers/models/albert/modeling_albert.py,954,225,170,259
src/transformers/models/falcon_h1/modular_falcon_h1.py,952,206,225,224
src/transformers/models/deformable_detr/image_processing_deformable_detr.py,948,201,485,220
tests/utils/test_cache_utils.py,948,164,195,98
src/transformers/models/rag/modeling_tf_rag.py,940,262,574,166
src/transformers/models/t5gemma/modular_t5gemma.py,940,184,115,212
utils/check_docstrings.py,940,129,421,258
src/transformers/models/data2vec/modeling_data2vec_audio.py,936,250,211,270
src/transformers/models/maskformer/modeling_maskformer.py,935,275,593,273
src/transformers/models/falcon/modeling_falcon.py,934,220,242,264
src/transformers/models/lxmert/modeling_lxmert.py,934,208,273,267
src/transformers/models/fastspeech2_conformer/modeling_fastspeech2_conformer.py,932,254,402,270
src/transformers/models/grounding_dino/image_processing_grounding_dino.py,932,205,484,220
src/transformers/models/blt/modeling_blt.py,930,183,198,161
src/transformers/models/ibert/modeling_ibert.py,930,189,134,208
tests/models/tapas/test_tokenization_tapas.py,930,231,63,171
src/transformers/models/m2m_100/modeling_m2m_100.py,927,212,306,269
src/transformers/models/zamba/modeling_zamba.py,924,185,207,246
src/transformers/models/kyutai_speech_to_text/modeling_kyutai_speech_to_text.py,923,221,229,246
src/transformers/models/data2vec/modeling_data2vec_vision.py,922,228,198,261
src/transformers/models/pop2piano/modeling_pop2piano.py,922,175,234,254
src/transformers/models/sam_hq/modeling_sam_hq.py,922,251,320,202
tests/models/patchtsmixer/test_modeling_patchtsmixer.py,921,147,48,91
src/transformers/models/udop/tokenization_udop.py,920,161,409,167
src/transformers/models/whisper/tokenization_whisper.py,920,168,332,229
src/transformers/models/flaubert/modeling_tf_flaubert.py,914,183,246,204
tests/deepspeed/test_deepspeed.py,914,230,289,92
src/transformers/models/altclip/modeling_altclip.py,911,243,234,237
src/transformers/models/deprecated/efficientformer/modeling_tf_efficientformer.py,910,183,105,258
src/transformers/models/yoso/modeling_yoso.py,910,213,98,257
src/transformers/models/visual_bert/modeling_visual_bert.py,909,279,384,223
src/transformers/models/xlm/modeling_tf_xlm.py,908,192,256,209
tests/generation/test_logits_process.py,905,282,175,58
src/transformers/models/gemma3/modeling_gemma3.py,904,209,228,189
tests/models/tapas/test_modeling_tapas.py,904,119,89,79
src/transformers/models/groupvit/modeling_groupvit.py,903,262,266,252
src/transformers/models/layoutlmv2/modeling_layoutlmv2.py,903,216,275,215
tests/quantization/ggml/test_ggml.py,899,196,42,89
src/transformers/models/yolos/image_processing_yolos.py,896,189,452,212
src/transformers/models/phimoe/modeling_phimoe.py,892,206,256,214
src/transformers/models/idefics/modeling_idefics.py,890,195,225,203
src/transformers/models/hiera/modeling_hiera.py,889,254,296,235
src/transformers/models/clip/modeling_tf_clip.py,887,274,299,190
src/transformers/models/x_clip/modeling_x_clip.py,885,277,347,212
src/transformers/models/swinv2/modeling_swinv2.py,884,221,237,233
tests/models/sam_hq/test_modeling_sam_hq.py,883,204,46,105
src/transformers/models/rag/modeling_rag.py,882,221,562,174
tests/models/switch_transformers/test_modeling_switch_transformers.py,882,158,84,98
src/transformers/models/qwen3_next/modeling_qwen3_next.py,881,204,191,188
tests/models/bark/test_modeling_bark.py,881,248,97,119
tests/pipelines/test_pipelines_token_classification.py,881,95,55,39
src/transformers/__init__.py,878,49,48,0
src/transformers/models/deberta/modeling_deberta.py,876,219,109,267
src/transformers/pipelines/__init__.py,874,103,252,156
tests/models/mt5/test_modeling_mt5.py,868,144,78,105
src/transformers/models/emu3/modular_emu3.py,867,217,138,211
src/transformers/models/gptj/modeling_gptj.py,865,177,189,206
src/transformers/models/hubert/modeling_hubert.py,864,234,187,270
src/transformers/models/wav2vec2/modeling_flax_wav2vec2.py,864,294,265,214
src/transformers/models/clipseg/modeling_clipseg.py,863,236,259,217
src/transformers/models/dbrx/modeling_dbrx.py,863,201,184,212
src/transformers/models/align/modeling_align.py,860,217,215,213
src/transformers/models/sam/modeling_sam.py,857,229,282,186
src/transformers/models/deprecated/transfo_xl/modeling_transfo_xl.py,854,220,229,261
src/transformers/models/vilt/modeling_vilt.py,853,230,268,249
src/transformers/models/deit/modeling_tf_deit.py,839,201,192,221
src/transformers/models/speech_to_text/modeling_speech_to_text.py,839,195,301,228
src/transformers/models/zamba2/modular_zamba2.py,838,154,160,194
src/transformers/models/layoutlmv3/modeling_layoutlmv3.py,836,200,217,210
src/transformers/models/gpt_neo/modeling_gpt_neo.py,834,181,177,202
src/transformers/models/vit_mae/modeling_tf_vit_mae.py,834,236,304,196
src/transformers/cache_utils.py,830,240,423,305
src/transformers/models/sam/image_processing_sam.py,830,194,473,146
src/transformers/models/vjepa2/modeling_vjepa2.py,830,210,178,178
tests/models/seamless_m4t_v2/test_modeling_seamless_m4t_v2.py,829,204,65,93
src/transformers/models/swin/modeling_swin.py,827,230,221,221
tests/models/internvl/test_modeling_internvl.py,825,101,43,39
tests/models/luke/test_modeling_luke.py,817,108,29,68
tests/models/sam2/test_modeling_sam2.py,817,138,53,98
src/transformers/models/chinese_clip/modeling_chinese_clip.py,816,209,188,209
src/transformers/models/gpt2/modeling_tf_gpt2.py,809,172,257,178
src/transformers/models/albert/modeling_flax_albert.py,807,194,131,156
src/transformers/models/distilbert/modeling_tf_distilbert.py,807,160,179,193
tests/models/sam/test_modeling_sam.py,805,193,46,97
src/transformers/models/blip/modeling_tf_blip_text.py,804,165,153,233
tests/models/owlv2/test_modeling_owlv2.py,803,184,43,125
src/transformers/models/bloom/modeling_bloom.py,802,197,253,217
src/transformers/models/clip/modeling_flax_clip.py,802,250,254,175
benchmark_v2/benchmark_framework.py,801,210,188,240
tests/models/perceiver/test_modeling_perceiver.py,800,175,66,102
src/transformers/models/oneformer/image_processing_oneformer.py,799,180,364,174
src/transformers/models/edgetam/modeling_edgetam.py,797,182,273,152
src/transformers/models/aria/modular_aria.py,796,239,575,182
tests/models/owlvit/test_modeling_owlvit.py,795,185,36,125
src/transformers/models/bamba/modular_bamba.py,791,182,249,172
src/transformers/models/chameleon/modeling_chameleon.py,791,190,188,184
src/transformers/models/deprecated/tvlt/modeling_tvlt.py,789,240,245,199
src/transformers/models/distilbert/modeling_distilbert.py,785,215,287,208
tests/models/gemma3n/test_modeling_gemma3n.py,784,145,83,85
src/transformers/models/detr/image_processing_detr_fast.py,782,157,320,163
src/transformers/models/roformer/modeling_flax_roformer.py,780,200,111,155
examples/pytorch/question-answering/run_qa_beam_search_no_trainer.py,778,122,161,98
src/transformers/models/bros/modeling_bros.py,777,201,158,192
src/transformers/models/clip/modeling_clip.py,777,226,237,174
src/transformers/models/idefics2/modeling_idefics2.py,777,197,222,152
tests/models/big_bird/test_modeling_big_bird.py,777,127,39,65
src/transformers/models/d_fine/modular_d_fine.py,776,152,301,216
src/transformers/models/metaclip_2/modeling_metaclip_2.py,775,266,334,168
src/transformers/trainer_pt_utils.py,775,250,381,325
src/transformers/models/zoedepth/modeling_zoedepth.py,774,268,310,210
tests/models/seamless_m4t/test_modeling_seamless_m4t.py,774,187,54,90
src/transformers/models/deprecated/ernie_m/modeling_ernie_m.py,773,149,139,211
src/transformers/models/roc_bert/tokenization_roc_bert.py,773,118,201,181
src/transformers/models/blt/modular_blt.py,771,142,102,137
src/transformers/models/edgetam_video/modular_edgetam_video.py,769,189,285,129
src/transformers/models/florence2/modeling_florence2.py,767,170,118,144
src/transformers/models/gptj/modeling_tf_gptj.py,766,157,171,163
src/transformers/models/qwen2_moe/modeling_qwen2_moe.py,766,191,215,205
src/transformers/models/cvt/modeling_tf_cvt.py,763,167,165,196
src/transformers/models/gemma3/modular_gemma3.py,763,177,281,170
examples/pytorch/question-answering/run_qa_no_trainer.py,762,120,157,105
tests/models/moshi/test_modeling_moshi.py,760,165,62,110
src/transformers/models/blip/modeling_blip.py,757,259,292,128
src/transformers/models/table_transformer/modeling_table_transformer.py,755,231,344,238
src/transformers/models/aria/modeling_aria.py,753,216,306,143
src/transformers/models/maskformer/image_processing_maskformer.py,753,167,403,150
src/transformers/models/swin2sr/modeling_swin2sr.py,753,205,146,215
src/transformers/models/dpt/modeling_dpt.py,752,250,223,255
src/transformers/models/wav2vec2_bert/modular_wav2vec2_bert.py,751,200,117,209
src/transformers/models/depth_pro/modeling_depth_pro.py,750,197,184,169
src/transformers/models/esm/openfold_utils/residue_constants.py,750,99,130,51
src/transformers/models/fsmt/modeling_fsmt.py,748,194,315,216
examples/modular-transformers/modeling_roberta.py,745,132,80,253
tests/models/dac/test_modeling_dac.py,744,102,65,64
src/transformers/models/deprecated/gptsan_japanese/modeling_gptsan_japanese.py,743,200,388,229
src/transformers/models/sew/modeling_sew.py,743,198,162,216
examples/modular-transformers/modeling_dummy_bert.py,742,132,80,253
src/transformers/modeling_flax_utils.py,741,182,351,167
src/transformers/models/nystromformer/modeling_nystromformer.py,741,174,102,211
src/transformers/models/jetmoe/modeling_jetmoe.py,740,208,255,188
src/transformers/models/segformer/modeling_tf_segformer.py,739,169,136,217
src/transformers/models/deprecated/transfo_xl/modeling_tf_transfo_xl.py,734,197,197,154
src/transformers/models/esm/modeling_esm.py,734,186,138,187
src/transformers/models/moonshine/modeling_moonshine.py,734,171,192,145
src/transformers/models/csm/modeling_csm.py,733,159,196,152
src/transformers/models/lilt/modeling_lilt.py,733,183,176,190
src/transformers/models/mask2former/image_processing_mask2former.py,731,162,393,148
src/transformers/configuration_utils.py,730,212,438,234
src/transformers/models/efficientloftr/modeling_efficientloftr.py,730,240,355,127
src/transformers/utils/hub.py,727,137,298,189
src/transformers/models/evolla/modular_evolla.py,726,181,116,177
src/transformers/models/deprecated/deta/image_processing_deta.py,725,143,360,175
src/transformers/models/lightglue/modular_lightglue.py,723,147,208,139
src/transformers/models/fnet/modeling_fnet.py,718,209,166,233
src/transformers/models/olmoe/modeling_olmoe.py,718,181,198,196
src/transformers/models/opt/modeling_opt.py,717,177,208,189
src/transformers/models/layoutxlm/tokenization_layoutxlm.py,715,140,336,138
