file,loc,blank,comment,cc,cc_rank,loc_rank,defects
tests/models/layoutlmv2/test_tokenization_layoutlmv2.py,1865,428,186,273,164.5,26.0,17.0
src/transformers/models/deprecated/jukebox/modeling_jukebox.py,1837,360,473,457,24.0,27.0,8.0
src/transformers/models/big_bird/modeling_flax_big_bird.py,1831,390,427,337,69.0,28.0,6.0
src/transformers/training_args.py,1828,308,1028,364,45.0,29.0,133.0
src/transformers/generation/tf_utils.py,1816,338,978,340,66.0,30.0,16.0
tests/models/layoutlmv3/test_tokenization_layoutlmv3.py,1801,409,193,264,183.5,31.0,19.0
src/transformers/models/reformer/modeling_reformer.py,1795,468,518,436,28.0,32.0,22.0
src/transformers/integrations/integration_utils.py,1792,405,324,629,6.0,33.5,43.0
src/transformers/models/longformer/modeling_tf_longformer.py,1792,414,577,335,72.5,33.5,11.0
src/transformers/models/tapas/tokenization_tapas.py,1787,390,616,493,21.0,35.0,15.0
tests/models/markuplm/test_tokenization_markuplm.py,1739,389,193,248,213.5,36.0,18.0
src/transformers/models/led/modeling_tf_led.py,1712,391,560,299,121.5,37.0,11.0
src/transformers/models/sam2_video/modeling_sam2_video.py,1692,351,597,358,50.0,38.0,10.0
src/transformers/models/deprecated/deta/modeling_deta.py,1659,410,747,420,33.0,39.0,12.0
src/transformers/models/t5/modeling_t5.py,1646,329,432,441,27.0,40.0,47.0
src/transformers/models/grounding_dino/modeling_grounding_dino.py,1633,380,622,375,42.0,41.0,24.0
src/transformers/models/mt5/modeling_mt5.py,1626,330,497,434,29.5,42.0,47.0
src/transformers/models/mm_grounding_dino/modeling_mm_grounding_dino.py,1614,377,614,369,44.0,43.0,2.0
src/transformers/models/longt5/modeling_flax_longt5.py,1609,397,443,271,171.0,44.0,7.0
src/transformers/utils/import_utils.py,1594,690,615,501,20.0,45.0,153.0
src/transformers/models/moshi/modeling_moshi.py,1591,362,532,449,25.0,46.0,45.0
tests/trainer/test_data_collator.py,1589,318,60,208,309.5,47.0,7.0
tests/pipelines/test_pipelines_automatic_speech_recognition.py,1582,214,107,107,599.5,48.0,45.0
src/transformers/models/led/modeling_led.py,1563,374,590,344,62.5,49.0,35.0
src/transformers/models/musicgen/modeling_musicgen.py,1535,373,545,374,43.0,50.0,63.0
tests/utils/test_audio_utils.py,1526,150,75,30,1645.5,51.0,7.0
src/transformers/models/gemma3n/modular_gemma3n.py,1523,408,753,272,168.0,52.0,21.0
src/transformers/models/wav2vec2/modeling_wav2vec2.py,1514,417,422,411,34.0,53.0,55.0
src/transformers/models/gemma3n/modeling_gemma3n.py,1503,393,498,271,171.0,54.0,22.0
src/transformers/models/bert/modeling_tf_bert.py,1500,306,319,346,60.0,55.0,7.0
tests/models/t5/test_modeling_t5.py,1497,241,133,147,456.0,56.0,26.0
src/transformers/models/longt5/modeling_longt5.py,1488,325,414,353,54.5,57.0,39.0
src/transformers/models/sam2_video/modular_sam2_video.py,1472,292,666,336,70.5,58.0,9.0
src/transformers/utils/sentencepiece_model_pb2.py,1462,26,23,0,3041.5,59.0,1.0
tests/models/speecht5/test_modeling_speecht5.py,1458,316,90,246,216.5,60.0,33.0
tests/models/blip_2/test_modeling_blip_2.py,1440,309,93,212,292.0,61.0,47.0
tests/models/wav2vec2/test_modeling_wav2vec2.py,1439,426,105,189,348.0,62.0,32.0
src/transformers/models/mobilebert/modeling_tf_mobilebert.py,1438,287,254,378,41.0,63.0,8.0
src/transformers/models/whisper/generation_whisper.py,1426,268,402,380,40.0,64.0,42.0
tests/models/layoutxlm/test_tokenization_layoutxlm.py,1421,381,171,235,235.0,65.0,17.0
src/transformers/models/d_fine/modeling_d_fine.py,1414,308,474,385,39.0,66.0,12.0
tests/test_tokenization_mistral_common.py,1413,172,188,154,432.5,67.0,5.0
src/transformers/models/tapas/modeling_tf_tapas.py,1405,386,670,335,72.5,68.0,11.0
src/transformers/models/musicgen_melody/modeling_musicgen_melody.py,1401,356,531,350,57.0,69.0,52.0
src/transformers/models/mask2former/modeling_mask2former.py,1400,389,699,330,78.5,70.0,41.0
src/transformers/convert_slow_tokenizer.py,1399,305,85,346,60.0,71.0,43.0
tests/models/udop/test_tokenization_udop.py,1398,372,172,225,257.0,72.0,14.0
src/transformers/models/esm/modeling_esmfold.py,1394,416,499,309,109.5,73.0,13.0
src/transformers/models/blip_2/modeling_blip_2.py,1392,412,435,277,155.5,74.0,61.0
src/transformers/models/xlnet/modeling_xlnet.py,1386,360,643,360,49.0,75.0,11.0
src/transformers/models/groupvit/modeling_tf_groupvit.py,1383,363,395,344,62.5,76.0,12.0
src/transformers/models/deprecated/mega/modeling_mega.py,1379,339,558,428,31.0,77.0,6.0
src/transformers/models/bart/modeling_flax_bart.py,1376,317,313,258,195.5,78.0,7.0
src/transformers/models/deberta_v2/modeling_tf_deberta_v2.py,1370,276,233,351,56.0,79.0,11.0
tests/models/bart/test_modeling_bart.py,1339,155,42,97,684.5,80.0,19.0
src/transformers/models/udop/modeling_udop.py,1332,284,391,361,47.5,81.0,32.0
src/transformers/models/phi4_multimodal/modeling_phi4_multimodal.py,1329,303,201,279,151.5,82.0,33.0
src/transformers/models/bert/modeling_bert.py,1327,269,205,387,38.0,83.0,37.0
src/transformers/models/deprecated/xlm_prophetnet/modeling_xlm_prophetnet.py,1321,400,584,302,119.0,84.0,9.0
src/transformers/models/funnel/modeling_tf_funnel.py,1320,278,285,343,64.0,85.0,9.0
src/transformers/data/data_collator.py,1315,357,510,515,16.0,86.0,20.0
src/transformers/models/luke/modeling_luke.py,1312,332,535,315,101.5,87.0,14.0
src/transformers/models/roc_bert/modeling_roc_bert.py,1311,292,330,356,51.0,88.0,30.0
src/transformers/models/prophetnet/modeling_prophetnet.py,1305,343,408,311,107.5,89.0,29.0
src/transformers/models/bridgetower/modeling_bridgetower.py,1304,302,269,362,46.0,90.0,36.0
src/transformers/models/wav2vec2/modeling_tf_wav2vec2.py,1293,300,262,331,77.0,91.0,18.0
src/transformers/models/longformer/modeling_longformer.py,1291,345,586,281,148.0,92.0,17.0
src/transformers/models/qwen3_vl_moe/modeling_qwen3_vl_moe.py,1289,260,283,248,213.5,93.0,3.0
src/transformers/models/tapas/modeling_tapas.py,1288,359,700,339,67.5,94.0,27.0
src/transformers/models/rt_detr/modeling_rt_detr.py,1281,283,449,326,90.0,95.0,28.0
src/transformers/models/clap/modeling_clap.py,1278,351,300,322,93.0,96.0,37.0
src/transformers/models/roberta_prelayernorm/modeling_tf_roberta_prelayernorm.py,1275,254,278,298,123.5,97.0,8.0
src/transformers/models/bart/modeling_bart.py,1269,286,394,353,54.5,98.0,59.0
src/transformers/models/flava/modeling_flava.py,1267,323,440,361,47.5,99.0,28.0
src/transformers/models/rt_detr_v2/modeling_rt_detr_v2.py,1266,278,454,327,86.5,100.0,14.0
src/transformers/models/electra/modeling_tf_electra.py,1261,262,252,308,111.0,101.0,6.0
src/transformers/models/camembert/modeling_tf_camembert.py,1260,254,286,296,127.5,102.0,7.0
src/transformers/models/xlm_roberta/modeling_tf_xlm_roberta.py,1259,246,285,296,127.5,103.0,8.0
src/transformers/models/umt5/modeling_umt5.py,1257,292,401,354,53.0,104.0,33.0
src/transformers/models/roberta/modeling_tf_roberta.py,1253,254,275,296,127.5,105.0,7.0
src/transformers/models/wav2vec2_conformer/modeling_wav2vec2_conformer.py,1248,346,334,328,83.0,106.0,34.0
src/transformers/models/kosmos2/modeling_kosmos2.py,1240,288,318,304,115.0,107.0,31.0
src/transformers/models/informer/modeling_informer.py,1239,335,586,346,60.0,108.0,36.0
src/transformers/models/bert/modeling_flax_bert.py,1234,287,206,236,232.5,109.5,4.0
src/transformers/models/rembert/modeling_tf_rembert.py,1234,238,248,295,131.5,109.5,8.0
src/transformers/models/mbart/modeling_mbart.py,1232,278,400,336,70.5,111.0,60.0
src/transformers/models/deformable_detr/modeling_deformable_detr.py,1229,257,411,297,125.0,112.0,50.0
src/transformers/models/clvp/modeling_clvp.py,1224,330,407,320,94.0,113.5,21.0
tests/models/t5gemma/test_modeling_t5gemma.py,1224,222,140,143,469.5,113.5,8.0
src/transformers/models/idefics/modeling_tf_idefics.py,1219,262,297,282,146.0,116.0,7.0
src/transformers/models/unispeech_sat/modeling_unispeech_sat.py,1219,320,287,332,76.0,116.0,43.0
src/transformers/utils/quantization_config.py,1219,279,612,421,32.0,116.0,71.0
src/transformers/models/layoutlmv3/modeling_tf_layoutlmv3.py,1218,263,286,273,164.5,118.0,8.0
src/transformers/generation/logits_process.py,1217,603,1411,460,22.0,119.0,61.0
utils/notification_service.py,1214,277,131,205,315.0,120.0,32.0
src/transformers/models/zamba2/modeling_zamba2.py,1212,243,283,296,127.5,121.0,31.0
src/transformers/models/glm4v_moe/modeling_glm4v_moe.py,1210,260,282,236,232.5,122.0,6.0
src/transformers/models/auto/configuration_auto.py,1205,81,118,86,762.5,123.0,236.0
tests/models/vision_encoder_decoder/test_modeling_vision_encoder_decoder.py,1204,236,80,123,535.0,124.0,19.0
src/transformers/models/sam/modeling_tf_sam.py,1200,262,261,301,120.0,125.0,16.0
src/transformers/models/qwen2_5_vl/modeling_qwen2_5_vl.py,1199,230,295,234,238.5,126.0,65.0
src/transformers/models/deprecated/qdqbert/modeling_qdqbert.py,1198,264,274,315,101.5,127.0,6.0
src/transformers/models/mbart/modeling_flax_mbart.py,1197,285,298,232,245.5,128.0,7.0
src/transformers/models/xlstm/modeling_xlstm.py,1194,221,214,222,262.5,129.0,6.0
src/transformers/models/whisper/modeling_flax_whisper.py,1192,250,265,260,191.0,130.0,10.0
src/transformers/models/deberta/modeling_tf_deberta.py,1191,265,196,311,107.5,131.5,10.0
tests/models/encodec/test_modeling_encodec.py,1191,110,48,78,816.5,131.5,22.0
src/transformers/models/t5/modeling_flax_t5.py,1190,292,319,218,271.5,133.0,6.0
src/transformers/models/data2vec/modeling_tf_data2vec_vision.py,1187,277,259,329,81.0,134.0,12.0
src/transformers/models/phi4_multimodal/modular_phi4_multimodal.py,1183,252,306,242,220.5,135.0,23.0
src/transformers/models/emu3/modeling_emu3.py,1180,280,178,269,177.0,136.0,55.0
src/transformers/models/megatron_bert/modeling_megatron_bert.py,1175,257,217,330,78.5,137.0,27.0
src/transformers/models/ernie/modeling_ernie.py,1174,250,265,327,86.5,138.0,28.0
src/transformers/commands/serving.py,1171,230,297,146,458.0,139.0,21.0
src/transformers/models/florence2/modular_florence2.py,1170,261,375,278,154.0,140.5,5.0
src/transformers/models/granitemoehybrid/modeling_granitemoehybrid.py,1170,290,381,272,168.0,140.5,28.0
src/transformers/models/detr/image_processing_detr.py,1169,263,617,257,198.5,142.0,24.0
src/transformers/models/lxmert/modeling_tf_lxmert.py,1168,239,253,327,86.5,143.0,10.0
src/transformers/models/omdet_turbo/modeling_omdet_turbo.py,1166,209,268,279,151.5,144.5,18.0
src/transformers/models/wavlm/modeling_wavlm.py,1166,305,235,329,81.0,144.5,31.0
src/transformers/models/switch_transformers/modeling_switch_transformers.py,1164,282,374,314,103.0,146.5,43.0
src/transformers/models/xlnet/modeling_tf_xlnet.py,1164,261,395,260,191.0,146.5,9.0
src/transformers/models/conditional_detr/modeling_conditional_detr.py,1163,336,496,317,97.0,148.5,38.0
src/transformers/models/modernbert/modular_modernbert.py,1163,212,323,277,155.5,148.5,20.0
src/transformers/models/deprecated/nezha/modeling_nezha.py,1162,262,265,305,113.5,150.0,6.0
src/transformers/models/electra/modeling_flax_electra.py,1156,258,200,237,229.5,151.0,6.0
src/transformers/models/hubert/modeling_tf_hubert.py,1154,276,241,294,134.0,152.0,15.0
src/transformers/models/qwen3_vl/modeling_qwen3_vl.py,1152,225,184,215,284.0,153.0,3.0
tests/models/reformer/test_modeling_reformer.py,1147,137,57,119,547.5,154.0,13.0
src/transformers/models/electra/modeling_electra.py,1144,242,200,339,67.5,155.0,27.0
src/transformers/models/patchtsmixer/modeling_patchtsmixer.py,1143,382,595,349,58.0,156.0,16.0
src/transformers/models/deprecated/realm/modeling_realm.py,1139,313,403,295,131.5,157.5,7.0
src/transformers/models/luke/tokenization_luke.py,1139,210,382,260,191.0,157.5,9.0
src/transformers/models/xlm_roberta_xl/modeling_xlm_roberta_xl.py,1138,225,170,334,74.5,159.0,32.0
src/transformers/models/janus/modular_janus.py,1135,253,370,273,164.5,160.0,34.0
src/transformers/models/autoformer/modeling_autoformer.py,1134,320,659,307,112.0,161.0,32.0
src/transformers/models/evolla/modeling_evolla.py,1132,260,193,275,160.0,162.0,15.0
src/transformers/models/bart/modeling_tf_bart.py,1128,245,340,282,146.0,163.0,10.0
src/transformers/models/mllama/modeling_mllama.py,1126,282,348,219,269.5,164.5,52.0
utils/create_dummy_models.py,1126,224,227,312,106.0,164.5,13.0
src/transformers/models/roberta_prelayernorm/modeling_flax_roberta_prelayernorm.py,1124,230,173,210,300.0,166.0,5.0
src/transformers/models/esm/modeling_tf_esm.py,1121,232,221,292,137.0,168.0,9.0
src/transformers/models/kosmos2_5/modeling_kosmos2_5.py,1121,298,418,264,183.5,168.0,4.0
src/transformers/models/sew_d/modeling_sew_d.py,1121,288,246,342,65.0,168.0,32.0
src/transformers/utils/fx.py,1120,240,142,318,95.0,170.0,36.0
src/transformers/models/qwen2_vl/modeling_qwen2_vl.py,1117,220,268,227,254.5,171.0,87.0
src/transformers/models/whisper/modeling_tf_whisper.py,1115,248,391,289,139.0,172.0,22.0
src/transformers/models/glm4v/modeling_glm4v.py,1113,249,274,208,309.5,173.5,29.0
tests/test_processing_common.py,1113,206,99,172,386.5,173.5,38.0
src/transformers/models/mvp/modeling_mvp.py,1112,278,396,309,109.5,176.5,35.0
src/transformers/models/plbart/modeling_plbart.py,1112,249,363,317,97.0,176.5,48.0
src/transformers/models/roformer/modeling_tf_roformer.py,1112,239,195,276,158.0,176.5,9.0
src/transformers/models/swin/modeling_tf_swin.py,1112,257,270,293,135.5,176.5,13.0
src/transformers/models/roberta/modeling_flax_roberta.py,1108,229,163,210,300.0,179.5,4.0
src/transformers/models/xlm_roberta/modeling_flax_xlm_roberta.py,1108,230,173,210,300.0,179.5,5.0
src/transformers/models/modernbert/modeling_modernbert.py,1107,210,255,282,146.0,181.5,23.0
src/transformers/models/roberta/modeling_roberta.py,1107,232,223,327,86.5,181.5,28.0
src/transformers/models/gpt2/modeling_gpt2.py,1105,234,299,295,131.5,183.5,55.0
src/transformers/models/xlm_roberta/modeling_xlm_roberta.py,1105,231,226,327,86.5,183.5,29.0
src/transformers/models/camembert/modeling_camembert.py,1104,236,236,327,86.5,185.0,27.0
src/transformers/models/t5/modeling_tf_t5.py,1103,230,343,258,195.5,186.0,9.0
src/transformers/models/nllb_moe/modeling_nllb_moe.py,1102,281,392,313,104.5,187.0,43.0
utils/modular_model_converter.py,1101,227,460,389,37.0,188.0,37.0
src/transformers/models/marian/modeling_marian.py,1097,251,352,316,99.5,189.5,47.0
src/transformers/models/pegasus_x/modeling_pegasus_x.py,1097,243,377,265,181.0,189.5,41.0
src/transformers/models/roformer/modeling_roformer.py,1092,228,185,329,81.0,191.0,30.0
src/transformers/models/instructblipvideo/modeling_instructblipvideo.py,1091,275,238,234,238.5,192.5,39.0
src/transformers/tokenization_mistral_common.py,1091,231,561,232,245.5,192.5,4.0
src/transformers/models/albert/modeling_tf_albert.py,1090,232,250,239,224.5,194.0,7.0
tests/models/prophetnet/test_modeling_prophetnet.py,1089,169,69,103,631.5,195.0,11.0
src/transformers/models/xmod/modeling_xmod.py,1088,216,213,316,99.5,196.0,23.0
src/transformers/models/falcon_h1/modeling_falcon_h1.py,1087,249,283,251,211.0,197.0,23.0
tests/models/flava/test_modeling_flava.py,1086,208,51,189,348.0,198.0,19.0
src/transformers/models/convbert/modeling_tf_convbert.py,1081,232,161,264,183.5,199.0,7.0
src/transformers/utils/auto_docstring.py,1075,303,687,201,322.0,200.0,8.0
src/transformers/models/layoutlm/modeling_tf_layoutlm.py,1074,272,345,261,187.5,201.5,11.0
tests/models/encoder_decoder/test_modeling_encoder_decoder.py,1074,169,48,101,648.0,201.5,13.0
src/transformers/models/funnel/modeling_funnel.py,1066,210,176,317,97.0,203.0,10.0
src/transformers/models/mobilebert/modeling_mobilebert.py,1062,222,198,313,104.5,204.0,11.0
examples/modular-transformers/modeling_test_detr.py,1060,217,304,255,201.0,205.0,6.0
src/transformers/models/mluke/tokenization_mluke.py,1059,208,374,232,245.5,206.0,10.0
src/transformers/models/pix2struct/modeling_pix2struct.py,1058,260,294,293,135.5,207.0,42.0
src/transformers/models/t5gemma/modeling_t5gemma.py,1057,211,117,230,248.5,208.0,23.0
src/transformers/models/mimi/modeling_mimi.py,1054,327,372,303,117.0,209.0,40.0
src/transformers/models/beit/modeling_beit.py,1051,267,229,295,131.5,210.5,28.0
src/transformers/models/layoutlmv2/tokenization_layoutlmv2.py,1051,154,340,224,259.5,210.5,12.0
src/transformers/models/conditional_detr/image_processing_conditional_detr.py,1050,233,575,237,229.5,212.0,22.0
src/transformers/models/time_series_transformer/modeling_time_series_transformer.py,1048,294,562,299,121.5,213.5,38.0
utils/check_repo.py,1048,133,189,232,245.5,213.5,108.0
tests/models/musicgen_melody/test_modeling_musicgen_melody.py,1044,247,102,166,401.5,215.0,28.0
src/transformers/models/markuplm/tokenization_markuplm.py,1041,126,303,184,359.5,216.0,8.0
src/transformers/models/janus/modeling_janus.py,1039,263,175,220,267.0,217.5,30.0
tests/models/musicgen/test_modeling_musicgen.py,1039,248,91,169,391.0,217.5,34.0
src/transformers/models/glm4v/modular_glm4v.py,1038,244,417,219,269.5,219.0,24.0
tests/models/blip/test_modeling_blip.py,1037,259,56,217,274.5,220.0,31.0
src/transformers/models/canine/modeling_canine.py,1036,240,273,274,161.5,221.5,15.0
src/transformers/models/sam2/modeling_sam2.py,1036,244,331,209,304.5,221.5,8.0
src/transformers/models/pegasus/modeling_pegasus.py,1033,238,400,272,168.0,223.0,45.0
src/transformers/models/deprecated/tapex/tokenization_tapex.py,1027,148,295,163,408.0,224.5,4.0
src/transformers/models/speech_to_text/modeling_tf_speech_to_text.py,1027,234,339,252,208.5,224.5,16.0
src/transformers/models/blenderbot/modeling_blenderbot.py,1026,226,343,284,143.5,226.0,48.0
src/transformers/models/instructblip/modeling_instructblip.py,1023,268,241,225,257.0,227.5,47.0
src/transformers/models/wav2vec2_bert/modeling_wav2vec2_bert.py,1023,276,216,271,171.0,227.5,18.0
src/transformers/models/unispeech/modeling_unispeech.py,1019,268,231,279,151.5,229.5,42.0
tests/models/longt5/test_modeling_longt5.py,1019,177,125,131,500.0,229.5,12.0
src/transformers/models/deberta_v2/modeling_deberta_v2.py,1018,233,125,303,117.0,231.5,25.0
src/transformers/models/flaubert/modeling_flaubert.py,1018,237,445,303,117.0,231.5,16.0
src/transformers/models/blenderbot/modeling_flax_blenderbot.py,1013,234,261,205,315.0,233.0,6.0
src/transformers/models/blip/modeling_tf_blip.py,1012,308,389,225,257.0,234.5,18.0
src/transformers/models/pegasus/modeling_flax_pegasus.py,1012,240,280,208,309.5,234.5,8.0
src/transformers/models/convbert/modeling_convbert.py,1011,194,129,276,158.0,236.0,16.0
src/transformers/models/rembert/modeling_rembert.py,1009,200,152,285,141.0,237.0,23.0
src/transformers/models/blenderbot_small/modeling_flax_blenderbot_small.py,1005,241,282,193,335.0,238.5,6.0
src/transformers/models/patchtst/modeling_patchtst.py,1005,295,657,324,92.0,238.5,18.0
src/transformers/models/xlm/modeling_xlm.py,1002,236,408,298,123.5,240.0,16.0
src/transformers/models/roberta_prelayernorm/modeling_roberta_prelayernorm.py,1001,217,224,284,143.5,241.0,27.0
src/transformers/models/mra/modeling_mra.py,999,269,123,274,161.5,242.5,14.0
src/transformers/processing_utils.py,999,223,560,280,149.0,242.5,71.0
src/transformers/models/auto/tokenization_auto.py,997,70,152,89,741.0,244.5,141.0
src/transformers/models/blenderbot_small/modeling_blenderbot_small.py,997,219,338,279,151.5,244.5,44.0
src/transformers/models/data2vec/modeling_data2vec_text.py,996,215,167,290,138.0,246.5,26.0
src/transformers/models/whisper/modeling_whisper.py,996,261,373,269,177.0,246.5,103.0
src/transformers/models/blenderbot/modeling_tf_blenderbot.py,995,223,339,234,238.5,248.5,9.0
src/transformers/models/vits/modeling_vits.py,995,251,162,255,201.0,248.5,19.0
src/transformers/models/pegasus/modeling_tf_pegasus.py,994,230,349,239,224.5,250.0,9.0
src/transformers/models/mobilevit/modeling_tf_mobilevit.py,993,232,151,276,158.0,251.5,10.0
src/transformers/models/qwen3_vl/modular_qwen3_vl.py,993,202,274,222,262.5,251.5,3.0
src/transformers/models/marian/modeling_flax_marian.py,990,241,269,195,329.0,253.0,7.0
src/transformers/models/owlv2/modeling_owlv2.py,989,277,442,216,279.5,254.0,24.0
src/transformers/models/mbart/modeling_tf_mbart.py,985,231,356,240,222.5,255.0,10.0
src/transformers/models/marian/modeling_tf_marian.py,984,228,346,237,229.5,256.5,9.0
tests/models/rag/test_modeling_rag.py,984,197,55,75,835.5,256.5,8.0
src/transformers/models/bamba/modeling_bamba.py,983,232,289,216,279.5,258.0,44.0
src/transformers/models/owlvit/modeling_owlvit.py,978,265,399,216,279.5,259.0,30.0
src/transformers/models/bark/modeling_bark.py,977,287,364,235,235.0,260.5,40.0
src/transformers/pipelines/base.py,977,222,391,355,52.0,260.5,48.0
src/transformers/models/llama4/modeling_llama4.py,976,239,176,242,220.5,262.0,44.0
src/transformers/models/detr/modeling_detr.py,972,289,432,285,141.0,263.0,33.0
src/transformers/models/layoutlmv3/tokenization_layoutlmv3.py,970,140,377,177,373.5,264.0,9.0
src/transformers/models/jamba/modeling_jamba.py,969,238,255,254,203.5,265.0,52.0
src/transformers/models/blenderbot_small/modeling_tf_blenderbot_small.py,967,218,342,230,248.5,266.0,9.0
src/transformers/models/mpnet/modeling_tf_mpnet.py,964,211,178,228,252.5,267.0,7.0
src/transformers/models/sam2/modular_sam2.py,962,215,286,194,332.0,268.0,10.0
src/transformers/models/dab_detr/modeling_dab_detr.py,958,271,370,261,187.5,269.0,11.0
src/transformers/models/git/modeling_git.py,957,250,253,245,219.0,270.0,42.0
src/transformers/models/albert/modeling_albert.py,954,225,170,259,193.0,271.0,14.0
src/transformers/models/falcon_h1/modular_falcon_h1.py,952,206,225,224,259.5,272.0,17.0
src/transformers/models/deformable_detr/image_processing_deformable_detr.py,948,201,485,220,267.0,273.5,22.0
tests/utils/test_cache_utils.py,948,164,195,98,676.5,273.5,38.0
src/transformers/models/rag/modeling_tf_rag.py,940,262,574,166,401.5,276.0,14.0
src/transformers/models/t5gemma/modular_t5gemma.py,940,184,115,212,292.0,276.0,19.0
utils/check_docstrings.py,940,129,421,258,195.5,276.0,64.0
src/transformers/models/data2vec/modeling_data2vec_audio.py,936,250,211,270,174.0,278.0,38.0
src/transformers/models/maskformer/modeling_maskformer.py,935,275,593,273,164.5,279.0,30.0
src/transformers/models/falcon/modeling_falcon.py,934,220,242,264,183.5,280.5,76.0
src/transformers/models/lxmert/modeling_lxmert.py,934,208,273,267,179.5,280.5,15.0
src/transformers/models/fastspeech2_conformer/modeling_fastspeech2_conformer.py,932,254,402,270,174.0,282.5,12.0
src/transformers/models/grounding_dino/image_processing_grounding_dino.py,932,205,484,220,267.0,282.5,8.0
src/transformers/models/blt/modeling_blt.py,930,183,198,161,411.5,285.0,1.0
src/transformers/models/ibert/modeling_ibert.py,930,189,134,208,309.5,285.0,8.0
tests/models/tapas/test_tokenization_tapas.py,930,231,63,171,388.0,285.0,16.0
src/transformers/models/m2m_100/modeling_m2m_100.py,927,212,306,269,177.0,287.0,52.0
src/transformers/models/zamba/modeling_zamba.py,924,185,207,246,216.5,288.0,29.0
src/transformers/models/kyutai_speech_to_text/modeling_kyutai_speech_to_text.py,923,221,229,246,216.5,289.0,16.0
src/transformers/models/data2vec/modeling_data2vec_vision.py,922,228,198,261,187.5,291.0,26.0
src/transformers/models/pop2piano/modeling_pop2piano.py,922,175,234,254,203.5,291.0,32.0
src/transformers/models/sam_hq/modeling_sam_hq.py,922,251,320,202,320.0,291.0,16.0
tests/models/patchtsmixer/test_modeling_patchtsmixer.py,921,147,48,91,727.0,293.0,9.0
src/transformers/models/udop/tokenization_udop.py,920,161,409,167,398.0,294.5,8.0
src/transformers/models/whisper/tokenization_whisper.py,920,168,332,229,250.5,294.5,29.0
src/transformers/models/flaubert/modeling_tf_flaubert.py,914,183,246,204,317.0,296.5,8.0
tests/deepspeed/test_deepspeed.py,914,230,289,92,720.5,296.5,24.0
src/transformers/models/altclip/modeling_altclip.py,911,243,234,237,229.5,298.0,34.0
src/transformers/models/deprecated/efficientformer/modeling_tf_efficientformer.py,910,183,105,258,195.5,299.5,3.0
src/transformers/models/yoso/modeling_yoso.py,910,213,98,257,198.5,299.5,19.0
src/transformers/models/visual_bert/modeling_visual_bert.py,909,279,384,223,261.0,301.0,20.0
src/transformers/models/xlm/modeling_tf_xlm.py,908,192,256,209,304.5,302.0,9.0
tests/generation/test_logits_process.py,905,282,175,58,1047.5,303.0,18.0
src/transformers/models/gemma3/modeling_gemma3.py,904,209,228,189,348.0,304.5,61.0
tests/models/tapas/test_modeling_tapas.py,904,119,89,79,811.0,304.5,9.0
src/transformers/models/groupvit/modeling_groupvit.py,903,262,266,252,208.5,306.5,26.0
src/transformers/models/layoutlmv2/modeling_layoutlmv2.py,903,216,275,215,284.0,306.5,18.0
tests/quantization/ggml/test_ggml.py,899,196,42,89,741.0,308.0,34.0
src/transformers/models/yolos/image_processing_yolos.py,896,189,452,212,292.0,309.0,21.0
